linear_b,greek_cognates,dubious,explanation,translation
te-mi-dwe-ta,τερμιδfεντες|τερμιοεντες,,Second word from the list. Removed accent from 'έ'. Converted digamma 'F' to lowercase 'f'.,(= reaching to the feet) (see also 'termis')
te-mi-dwe-te,τερμιδfεντες|τερμιοεντες,,Third word from the list. Removed accent from 'έ'. Converted digamma 'F' to lowercase 'f'.,(= reaching to the feet) (see also 'termis')
te-mi-*71-te,τερμιδfεντες|τερμιοεντες,,Fourth word from the list. Removed accent from 'έ'. Converted digamma 'F' to lowercase 'f'.,(= reaching to the feet) (see also 'termis')
te-mi-dwe,τερμιδfες,,First word from the pair. Removed accent from 'έ'. Converted digamma 'F' to lowercase 'f'.,"(τέρμις= foot, border, edge)"
te-mi,τερμις,,Second word from the pair. Removed accent from 'έ'. Converted digamma 'F' to lowercase 'f'.,"(τέρμις= foot, border, edge)"
te-mi-ti-ja,θεμιστια|τερμινθια,,First word from the pair. Removed capital letter and accent from 'ί'.,place name (see also 'ti-mi-to- a-ke-e' and 'ti-mi- to')
ti-mi-ti-ja,θεμιστια|τερμινθια,,Second word from the pair. Removed capital letter and accent from 'ί'.,place name (see also 'ti-mi-to- a-ke-e' and 'ti-mi- to')
te-o,θεον|θεος,,First word from the pair. Removed accent from 'ό'.,God
te-o-i,θεοις,,Second word from the pair. Removed accent from 'ό'.,God
te-o-jo,θεοιο,,Third word from the pair. Removed accent from 'ό'. Included word within parenthesis.,God
te-o-do-ra,θεοδωρα,,No changes needed as it has no accents or special characters.,personal name (fem.)
te-o-po-ri-ja,θεοφορια,,Removed accent from 'ί'. The Linear B 'te-o-po-ri-ja' corresponds to Greek 'θεοφορια' (religious feast).,religious feast
te-qa-ja,θηβαια,,Removed parentheses. No accents to remove. The Linear B 'te-qa-ja' corresponds to Greek 'θηκβαια'.,personal/ethnic name of 'Thevai' (fem.)
te-qa-de,θηβανδε|θηβαι,,No changes needed as it has no accents or special characters.,place name (>Thebes?)
te-re-ta,τελεσται,,First word from the pair. Removed accent from 'έ'.,official title (τέλος = tax)
te-re-ta-o,τελεσταων|τελεστας,,Second word from the pair. Removed accent from 'έ'. Included both variants of greek cognates.,official title (τέλος = tax)
te-ru-ro,τελουρος,,No changes needed as it has no accents or special characters.,personal name
te-se-u,θησευς,,No changes needed as it has no accents or special characters.,personal name
te-tu-ku-wo-a,τετυχυfοα,,First word from the pair. Removed accent from 'ύ'. Converted digamma 'F' to lowercase 'f'.,"well prepared, ready"
te-tu-ku-wo-ha,τετυχυfοhα,,"Second word from the pair. Removed accent from 'ύ'. Converted digamma 'F' to lowercase 'f'. The ha sign in Linear B indicates aspiration, represented by 'h' in the Greek cognate.","well prepared, ready"
te-tu-ru-we,τεθρυfες,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,ethnic/place name
te-u-ke-pi,τευχεσφι|τευχος|τευχεα,,The Linear B 'te-u-ke-pi' corresponds to Greek 'τευχεσφι'. Removed accents from 'έ'.,"with implements, paraphernalia"
ti-mi-to,τερμινθος,,Removed accent from 'ί'. Included both cognates as indicated by the greater than sign. ,terebinth (tree)
ti-mi-to-a-ke-e,θεμιτοσαγος|τερμινθωναγκος|θεμιστωναγος,,First word from the pair. Removed capital letter and accent from 'έ'. Included cognates corresponding to the Linear B sequence 'ti-mi-to-a-ke-e'.,"'holy place of themis/themistes (=>oracles)'/ 'grove of the terebinth  trees' (see  'a-ke-e,'  'te-mi,' 'ti-mi-to')"
ti-mi-to-a-ke-i,θεμιτοσαγος|τερμινθωναγκος|θεμιστωναγος,,Second word from the pair. Removed capital letter and accent from 'ώ'. Included cognate corresponding to the Linear B sequence 'ti-mi-to-a-ke-i'.,"'holy place of themis/themistes (=>oracles)'/ 'grove of the terebinth  trees' (see  'a-ke-e,'  'te-mi,' 'ti-mi-to')"
ti-nwa-si-ja,τινfασια,,Converted digamma 'F' to lowercase 'f'.,place name
ti-ri-da-ro,τριδαρος,,The Linear B 'ti-ri-da-ro' corresponds to Greek 'τριδαρος'. Removed accent from 'ό'.,personal name
ti-ri-ja,τρια,,First word from the pair. Removed accent from 'ί'.,three
ti-ri-si,τρισι,,Second word from the pair. No changes were needed.,three
ti-ri-jo-we,τριωfτεις,,First word from the pair. Removed accent from 'ώ'. Converted digamma 'F' to lowercase 'f'.,"with three  'ears,' handles"
ti-ri-o-we,τριωfτεις,,Second word from the pair. Removed accent from 'ώ'. Converted digamma 'F' to lowercase 'f'.,"with three  'ears,' handles"
ti-ri-o-we-e,τριωfτεις,,Third word from the pair. Removed accent from 'ώ'. Converted digamma 'F' to lowercase 'f'.,"with three  'ears,' handles"
ti-ri-po,τριπους,,First word from the pair. Removed accent from 'ί'. The Linear B 'ti-ri-po' can correspond to either 'τριπως' or 'τριπους'.,tripod (kind of stool)
ti-ri-po-de,τριπους,,Second word from the pair. Removed accent from 'ί'. The Linear B 'ti-ri-po-de' can correspond to either 'τριπως' or 'τριπους'.,tripod (kind of stool)
ti-ri-po-di-ko,τριποδισκοι,,Removed accent from 'ί'. The Linear B 'ti-ri-po-di-ko' corresponds to Greek 'τριποδισκοι'.,small tripods
ti-ri-se-ro-e,τρισηρωις,,Removed accent from 'ώ'.,divine epithet (= 'the trice heroine')
to-e,τοε|αυτον,,No changes needed as it has no accents or special characters.,him
to-jo,τοιο|του|αυτου,,No changes needed. The Linear B 'to-jo' corresponds to Greek 'τοιο'.,his
to-ke-u,τοκευς,,No modifications needed. The Linear B 'to-ke-u' corresponds to Greek 'τοκευς'.,personal name (= begetter)
to-ko-do-mo,τοιχοδομοι,,Removed accent from 'ό'.,"builders (τοίχος=w all, δομώ= to built)"
to-ko-so-ta,τοξοτης,,The Linear B 'to-ko-so-ta' corresponds to Greek 'τοξότας' (archer). Removed accent from 'ό'.,archer
to-ko-so-wo-ko,τοξοfεργος|τοξfεργος,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'ό'.,arch worker
to-ma-ko,στομαργος,,No changes needed as it has no accents or special characters.,personal/ animal name (= 'busy with the tongue')
to-me,τονε|αυτον,,Removed accent from 'ό'. The Linear B 'to-me' corresponds to Greek 'τομε'.,him (see also 'toe')
to-no,θρονος,,Included both variants in the greek cognates. Removed accent from 'ό'.,"chair, throne"
to-no-e-ke-te-ri-jo,θρονοελκητηριον,,No modifications needed. The Linear B 'to-no-e-ke-te-ri-jo' corresponds to Greek 'θορνοελκητηριον'.,name of a festival
to-pe-za,τραπεζα,,First word from the pair. Removed accent from 'ό'. Included both 'τορπεζα' and 'τραπεζα' as cognates.,table
to-pe-zo,τραπεζα,,Second word from the pair. Removed accent from 'ό'. Included both 'τορπεζα' and 'τραπεζα' as cognates.,table
to-qi-de,τροπιδει,,First word from pair. Removed accent from 'ί'.,in/having spirals
to-qi-de-ja,τροπιδεια,,Second word from pair. Removed accent from 'ί'.,in/having spirals
to-qi-de-jo,τροπιδειος,,Third word from pair. Removed accent from 'ί'.,in/having spirals
to-qi-de-we-sa,τροπιδfεσσα,,Fourth word from pair. Removed accent from 'έ'. Converted digamma 'F' to lowercase 'f'.,in/having spirals
to-ra-ka,θωραξ,,First word from the pair. No changes were required as the transliteration of the greek cognate did not contain any diacritics or uppercase characters.,armor
to-ra-ke,θωρακες,,Second word from the pair. No changes were required as the transliteration of the greek cognate did not contain any diacritics or uppercase characters.,armor
to-ri-jo,θωριος,,The Linear B 'to-ri-jo' corresponds to Greek 'θωριος' (Thorios).,personal name
to-ro-no-wo-ko,θρονοfεργος,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'ό'.,maker of 'thornoi' (= thrones)
to-sa-de,τοσαδε,,First word from the pair. Removed accent from 'ά'.,such (see also next)
to-so-de,τοσοσδε,,Second word from the pair. Removed accent from 'ό'.,such (see also next)
to-so-jo,τοσοιο,,No changes needed.,
to-so-ne,τοσονε,,No changes needed as it has no accents or special characters.,
to-so-pa,τοσοσπας,,No modifications needed. The Linear B 'to-so-pa' corresponds to Greek 'τοσοςπας'.,
to-sa,τοσαι|τοσα,,Multiple cognates. Removed accent from 'ό'.,such (plur. fem./ plur. neut.)
to-so,τοσοι|τοσον,,Multiple possible cognates. Removed all accents. The Linear B 'to-so' can correspond to either 'τοσοι' or 'τοσον'.,such (plur. masq./ sing. neut.)
to-to,τουτον,,No changes needed as it has no accents or special characters.,this/such (see also 'toson')
tu-ka-te,θυγατηρ,,First word from the pair. No accents to remove. The Linear B 'tu-ka-te' corresponds to Greek 'θυγατερ'.,daughter
tu-ka-te-re,θυγατερες,,Second word from the pair. No accents to remove. The Linear B 'tu-ka-te-re' corresponds to Greek 'θυγατερες'.,daughter
tu-ke-ne-u,τυχενευς,,No changes needed as it has no accents or special characters.,personal name
tu-ra-te-u,θυρατευς,,First word from the group. No changes needed as it has no accents or special characters.,door keeper (θήρα= door)
tu-ra-te-u-si,θυρατευσι,,Second word from the group. No changes needed as it has no accents or special characters.,door keeper (θήρα= door)
tu-ra-te-we,θυρατεfες,,Third word from the group. No changes needed as it has no accents or special characters.,door keeper (θήρα= door)
tu-ri-si-ja,τυλισια,,First word from the pair. Removed capital letter and accent from 'ί'.,ethnic name of 'Tylisos'
tu-ri-si-jo,τυλισιος,,Second word from the pair. Removed capital letter and accent from 'ί'.,ethnic name of 'Tylisos'
tu-ri-so,τυλισος,,Removed accent from 'ύ'. The Linear B 'tu-ri-so' corresponds to Greek 'τυλισος' (place name).,place name
tu-ri-ta,τυλιτας,,No changes needed as it has no accents or special characters.,personal name
tu-ryo,τυριον,,No changes needed as it has no accents or special characters.,cheese
tu-ru-pte-ri-ja,στρυπτηρια,,Removed accent from 'ί'.,alum
tu-we-a,θυfεα,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,sacrificial fire
tu-wo,θυfος,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,sacrificial fire
tu-we-ta,θυfεστας,,Converted digamma 'F' to lowercase 'f'.,personal name
u-do-ro,υδρος,,Removed accent from 'ύ'. The Linear B 'u-do-ro' corresponds to Greek 'υδρος'.,kind of pot (water jar?)
u-po,υπο,,No changes needed as it has no accents or special characters.,under
u-ra-jo,υλαιος,,Removed accent from 'ί'. The Linear B 'u-ra-jo' corresponds to Greek 'υλαιος' (personal name).,"personal name (ύλα= forest, wood)"
u-ra-mo-no,υλαμνος,,Removed accent from 'Ύ'.,personal name
u-re-u,υλευς,,No changes needed as it has no accents or special characters.,personal name
u-ryo,υλιων|υριων,,The Linear B 'u-ryo' can correspond to either 'υλιων' or 'υριων'. Removed accent from 'ί'.,personal name
u-ru-pi-ja-jo,υρυπιαιοι,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,ethnic name
u-ru-pi-ja-jo-jo,υρυπιαιοιο,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,ethnic name
u-ru-to,ρυοντοι|ρυομαι,,Converted digamma 'F' to lowercase 'f'. Removed parentheses from the greek word.,to guard
u-ta-jo,υταιος,,Removed parentheses from Linear B. Removed capital letter from Greek cognate.,personal name
u-ta-jo-jo,υταιοιο,,Removed parentheses from Linear B. Removed capital letter from Greek cognate.,personal name
u-ta-no,υτανος,,Removed accent from 'Ύ'.,personal name
u-wa-ta,υfατας,,Converted digamma 'F' to lowercase 'f'. The Linear B 'u-wa-ta' corresponds to Greek 'υfατας' (personal name).,personal name
wa-na-ka,fαναξ,,First word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ά'.,"wanax, king, leader aristocrat"
wa-na-ka-te,fανακτει,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,"wanax, king, leader aristocrat"
wa-na-ka-to,fανακτος,,Third word from the pair. Converted digamma 'F' to lowercase 'f'.,"wanax, king, leader aristocrat"
wa-na-ke-te,fανακτει,,Fourth word from the pair. Converted digamma 'F' to lowercase 'f'.,"wanax, king, leader aristocrat"
wa-na-ka-te-ra,fανακτερα,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,premises of the wanax
wa-na-ka-te-ro,fανακτερων,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,premises of the wanax
wa-na-sa,fανασσα,,Converted digamma 'F' to lowercase 'f'.,queen
wa-na-se-wi-ja,fανασεfια,,First word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,royal
wa-na-se-wi-jo,fανασεfιος,,Second word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,royal
wa-na-so,fανασος,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,place name
wa-na-so-i,fανασος,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,place name
wa-no-so-i,fανασος,,Third word from the pair. Converted digamma 'F' to lowercase 'f'.,place name
wa-na-ta-jo,fαναταιος,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,personal name
wa-na-ta-jo-jo,fαναταιοιο,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,personal name
wa-ni-ko,fανιχος,,Converted digamma 'F' to lowercase 'f'.,personal name
wa-no-jo,fανοιο,,Converted digamma 'F' to lowercase 'f'.,place name
wa-pa-ro-jo,fαφαλοιο|fαφαλος,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'ά'.,personal name
wa-to,fατος,,Converted digamma 'F' to lowercase 'f'.,place name
wa-tu,fαστυ,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,"city, town"
wa-tu-o,fαστυ,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,"city, town"
wa-tu-o-ko,fαστυοχος,,Converted digamma 'F' to lowercase 'f'.,personal name
we-a-re-ja,υαλεα,,First word from the triple. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ε'.,made of glass
we-a-re-jo,υαλεος,,Second word from the triple. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,made of glass
we-ha-re-jo,υhαλεος,,Third word from the triple. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'. The ha sign doesn't imply adding 'h'.,made of glass
we-ha-no,fεhανος,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,type of cloth
we-ha-no-i,fεhανος,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,type of cloth
we-da-ne-u,fενδανευς,,First word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,personal name
we-da-ne-we,fενδανευς,,Second word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,personal name
we-da-ne-wo,fενδανευς,,Third word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,personal name
we-ke,εργον,,ergon,work
we-pe-za,fεκπεζα,,Converted digamma 'F' to lowercase 'f'.,(table) with six legs
we-te-i-we-te-i,fετειfετει,,Converted digamma 'F' to lowercase 'f'.,'from year to year'
we-to,fετος,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,this year
we-we-e-a,fειρfεια|ειρεια|ειρος,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,woolen (fem.)
we-we-si-jo,fεfεσιος,,Removed parentheses. Converted digamma 'F' to lowercase 'f'. Removed parentheses.,personal name
we-we-si-jo-jo,fεfεσιοιο,,Removed parentheses. Converted digamma 'F' to lowercase 'f'. Removed parentheses.,personal name
o-wi-de,οfιδε|οιδε,,Removed accent from 'ί' and parentheses with its content. Converted digamma 'F' to lowercase 'f'.,he saw ('o-wi-de'= 'this is what he saw')
wi-de,οfιδε|οιδε,,Removed accent from 'ί' and parentheses with its content. Converted digamma 'F' to lowercase 'f'.,he saw ('o-wi-de'= 'this is what he saw')
wi-do-wo-i-jo,fιδοfοιος,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,personal name
wi-du-wo-i-jo,fιδοfοιος,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,personal name
wi-dwo-i-jo,fιδοfοιος,,Third word from the pair. Converted digamma 'F' to lowercase 'f'.,personal name
wi-du-ro,fιδυλος,,Converted digamma 'F' to lowercase 'f'.,personal name
wi-du-wa-ko,fιδουfακος,,Converted digamma 'F' to lowercase 'f'.,personal name
wi-pi-no-o,fιφινοος,,Converted digamma 'F' to lowercase 'f'.,personal name
wi-ri-ne-o,fρινειος,,First word from the set. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ί'.,made of leather
wi-ri-ne-jo,fρινειος,,First word from the set. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ί'.,made of leather
wi-ri-ne-we,fρινειος,,Second word from the set. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ί'.,made of leather
wi-ri-ni-jo,fρινειος,,Third word from the set. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ί'.,made of leather
wi-ri-no,fρινος,,Converted digamma 'F' to lowercase 'f'.,leather
wi-se-jo,fισειος,,Converted digamma 'F' to lowercase 'f'.,personal name
wi-su-ro,fισυλος,,Converted digamma 'F' to lowercase 'f'.,personal name
wi-ti-mi-jo,fιτιμιος,,Converted digamma 'F' to lowercase 'f'.,personal name
wi-tu-ri-jo,fιτυλιος,,Converted digamma 'F' to lowercase 'f'.,personal name
wo-do-we,fροδοfεν,ροδοεν,Converted digamma 'F' to lowercase 'f'. Dropping invalid characters for the dubious cognate and adding it to the dubious array.,made with rose oil
wo-i-ko-de,fοικονδε|fοικος,,First word from the pair. Converted digamma 'F' to lowercase 'f'.,(going) home
wo-ko-de,fοικονδε|fοικος,,Second word from the pair. Converted digamma 'F' to lowercase 'f'.,(going) home
wo-ka,fοχεια,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'ό'.,vehicle
wo-ne-we,fονεfει,fονευς,Converted digamma 'F' to lowercase 'f'. Removed parentheses and the word within it. Labeling fονευς as dubious because it is too modified compared to the effective greek cognate.,personal name
wo-no,fοινος,,Converted digamma 'F' to lowercase 'f'.,wιne
wo-no-qe-wa,fονοκεfαν|fονοκευς,,First word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ό'.,personal name
wo-no-qe-we,fονοκεfει|fονοκευς,,Second word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'ό'.,personal name
wo-no-qo-so,fοινωψ,,Converted digamma 'F' to lowercase 'f'.,personal name
wo-qe-we,fοκεfει|fοκευς,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ' and included both variants within the parenthesis.,personal name
wo-ra-we-sa,fοραfεσσα,,Converted digamma 'F' to lowercase 'f'.,"(description of a chariot) (>φέρω= to bear, to caπy)"
wo-ro-ki-jo-ne-jo,fοργιονειος|Fοργιονες,,Converted digamma 'F' to lowercase 'f'. Removed accents from 'ό'. Included the word in parentheses.,cult association
wo-ro-ne-ja,αρνεια,,Converted digamma 'F' to lowercase 'f'.,of a lamb
wo-wo,fορfος|ορος,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'ό'.,mountain/limit
wo-ze,fεργει|fεργω,οργω,"First word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accents from 'ό'. The Linear B 'wo-ze' corresponds to Greek 'fόρζει(ν)' (to work), and 'έργω', considering possible evolution from 'όργω'.",to work
wo-ze-e,fεργειν|fεργω,οργω,"Second word from the pair. Converted digamma 'F' to lowercase 'f'. Removed accents from 'ό'. The Linear B 'wo-ze-e' corresponds to Greek 'fόρζει(ν)' (to work), and 'έργω', considering possible evolution from 'όργω'.",to work
wo-zo,fεργων,,First word from the pair. Removed accent from 'ό'. Converted digamma 'F' to lowercase 'f'.,working
wo-zo-te,fεργοντες,,Second word from the pair. Removed accent from 'ό'. Converted digamma 'F' to lowercase 'f'.,working
wo-zo-me-na,fεργομενα,,First word from pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,being worked/ well-made
wo-zo-me-no,fεργομενος,,Second word from pair. Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,being worked/ well-made
za-e-to-ro,ζαεθροι,,No changes needed as it has no accents or special characters.,place name
za-ku-si-jo,ζακυνθιος,,"Removed parentheses. Removed accent from 'ύ'. Included both forms, with 'νσ' and the later evolved 'νθ'.",ethnic name of 'Zakynthos'
za-ma-e-wi-a,ζαμαεfια,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'έ'.,ethnic/place name
za-we-te,ζαfετες,,Converted digamma 'F' to lowercase 'f'. Removed accent from 'ά'.,this year
ze-i-ja-ka-ra-na,ζειακρανα,,No modifications needed. The Linear B 'ze-i-ja-ka-ra-na' corresponds to Greek 'ζειακρανα'.,place name
ze-phu-ra,ζεφυραι,,First word from the pair. Removed accent from 'έ'.,place name (>Halikarnassos?)
ze-phu-ro,ζεφυρος,,Second word from the pair. Removed accent from 'έ'.,place name (>Halikarnassos?)
ze-phu-rai,ζεφυρεαι|ζεφυρεα,,Removed accent from 'έ'.,ethnic name of 'Zephyrai'
ze-so-me-no,ζεσομενος,,No changes needed as it has no accents or special characters. Just removing the capital letters.,boiling
ze-u-ke-si,ζευγεσι,,First word from the pair. The Linear B 'ze-u-ke-si' corresponds to Greek 'ζευγεσι'.,paιr
ze-u-ko,ζευγος,,Second word from the pair. The Linear B 'ze-u-ko' corresponds to Greek 'ζευγος'.,paιr
