id,document_name,link,findspot,scribe,palmprint,chronology,museum_inventory_number,signs,words
1,KN Nc 4470[+]5109,https://liber.cnr.it/tablet/view/1,(L) Arsenal,133,,LM III A2,Herakleion M. 1600 [+] 1604,4,1
3,KN Nc 4474+frr.(3),https://liber.cnr.it/tablet/view/3,(L) Arsenal,133,,LM III A2,Herakleion M. 1458,6,3
4,KN Nc 4475,https://liber.cnr.it/tablet/view/4,(L) Arsenal,133?,,LM III A2,Herakleion M.,2,1
5,KN Nc 4479,https://liber.cnr.it/tablet/view/5,(L) Arsenal,133,,LM III A2,Herakleion M. 1451,5,4
6,KN Nc 4480+8252,https://liber.cnr.it/tablet/view/6,(L) Arsenal,133,,LM III A2,Herakleion M. 1467,4,2
9,KN Nc 4484[+]4488+fr.,https://liber.cnr.it/tablet/view/9,(L) Arsenal,133,,LM III A2,Herakleion M. 1471 [+] 1567,13,5
10,KN Nc 4485,https://liber.cnr.it/tablet/view/10,(L) Arsenal,133,,LM III A2,Herakleion M. 1585,3,1
11,KN Nc 4489+8185+8188+fr.,https://liber.cnr.it/tablet/view/11,(L) Arsenal,133,,LM III A2,Herakleion M. 1576 + 1580 + 1587,6,2
12,KN Nc 4490+5099,https://liber.cnr.it/tablet/view/12,(L) Arsenal,133,,LM III A2,Herakleion M. 1473 + 1562,5,3
1329,KN X 5962+7777+8602+fr.,https://liber.cnr.it/tablet/view/1329,,,,,,Herakleion M.,6,3
1330,KN X 5964,https://liber.cnr.it/tablet/view/1330,,,,,,Herakleion M.,6,2
1331,KN X 5968[+]8326+fr.,https://liber.cnr.it/tablet/view/1331,,,,,,Herakleion M.,5,3
1332,KN X 5970,https://liber.cnr.it/tablet/view/1332,,,,,,Herakleion M.,3,2
1333,KN X 5979,https://liber.cnr.it/tablet/view/1333,,,,,,Herakleion M.,1,1
1334,KN X 5990,https://liber.cnr.it/tablet/view/1334,,,,,,Herakleion M.,3,2
1335,KN X 6006,https://liber.cnr.it/tablet/view/1335,,,,,,Herakleion M.,2,1
1336,KN X 6008,https://liber.cnr.it/tablet/view/1336,,,,,,Herakleion M.,1,1
1337,KN X 6029,https://liber.cnr.it/tablet/view/1337,,,,,,Herakleion M.,1,1
1338,KN F 6030+fr.,https://liber.cnr.it/tablet/view/1338,,,,,,Herakleion M.,2,1
1339,KN X 6032,https://liber.cnr.it/tablet/view/1339,"(J1) E.W. Corridor Minos 31-32, p. 119; Minos 35-36, p. 92 (ex —)","Minos 31-32, p. 119; Minos 35-36, p. 92 (ex —)",,,,Herakleion M. 1014,3,2
1340,KN X 6034,https://liber.cnr.it/tablet/view/1340,,,,,,Herakleion M.,3,1
1341,KN X 6039,https://liber.cnr.it/tablet/view/1341,,,,,,Herakleion M.,3,2
1342,KN X 7073,https://liber.cnr.it/tablet/view/1342,,,,,,Herakleion M.,3,3
1343,KN X 7094,https://liber.cnr.it/tablet/view/1343,,,,,,Herakleion M.,4,1
1344,KN X 7218,https://liber.cnr.it/tablet/view/1344,,,,,,Herakleion M.,1,1
1345,KN X 7351,https://liber.cnr.it/tablet/view/1345,,,,,,Herakleion M.,1,1
1346,KN X 7502,https://liber.cnr.it/tablet/view/1346,,,,,,Herakleion M.,4,2
1347,KN D(1) 7511+8612,https://liber.cnr.it/tablet/view/1347,,,118?,,,Herakleion M.,1,1
1348,KN X 7522,https://liber.cnr.it/tablet/view/1348,,,,,,Herakleion M.,2,2
1349,KN X 7528,https://liber.cnr.it/tablet/view/1349,,,,,,Herakleion M.,1,1
1350,KN X 7546,https://liber.cnr.it/tablet/view/1350,(F7) W. Magazine VIII,,,LM III A2,Herakleion M.,6,3
1351,KN X 7548,https://liber.cnr.it/tablet/view/1351,,,,,,Herakleion M.,6,2
1352,KN X 7550,https://liber.cnr.it/tablet/view/1352,,,,,,Herakleion M.,3,1
1353,KN X 7551,https://liber.cnr.it/tablet/view/1353,,,,,,Herakleion M.,3,1
1354,KN X 7552,https://liber.cnr.it/tablet/view/1354,,,,,,Herakleion M.,4,1
1355,KN X 7553,https://liber.cnr.it/tablet/view/1355,,,,,,Herakleion M.,4,2
1356,KN X 7554,https://liber.cnr.it/tablet/view/1356,,,,,,Herakleion M.,4,1
1357,KN X 7556+8654,https://liber.cnr.it/tablet/view/1357,,,,,,Herakleion M.,8,4
1358,KN X 7557,https://liber.cnr.it/tablet/view/1358,,,,,,Herakleion M.,3,1
1359,KN X 7559,https://liber.cnr.it/tablet/view/1359,(F4) W. Magazine V,,,LM III A2,Herakleion M.,4,1
1360,KN X 7560,https://liber.cnr.it/tablet/view/1360,,,,,,Herakleion M.,4,1
1361,KN X 7562,https://liber.cnr.it/tablet/view/1361,,,,,,Herakleion M.,3,1
1362,KN X 7564,https://liber.cnr.it/tablet/view/1362,,,,,,Herakleion M.,4,2
1363,KN X 7565,https://liber.cnr.it/tablet/view/1363,,,,,,Herakleion M.,3,1
1364,KN Vc(1) 7568,https://liber.cnr.it/tablet/view/1364,(C) Room of the Chariot Tablets,124-F??,,LM II-III A,Herakleion M.,4,1
1365,KN X 7569,https://liber.cnr.it/tablet/view/1365,,,,,,Herakleion M.,4,1
1366,KN Fh 7571,https://liber.cnr.it/tablet/view/1366,,,226,,,Herakleion M.,3,1
1367,KN X 7572,https://liber.cnr.it/tablet/view/1367,,,,,,Herakleion M.,2,1
1368,KN X 7573,https://liber.cnr.it/tablet/view/1368,,,,,,Herakleion M.,2,1
1369,KN X 7574,https://liber.cnr.it/tablet/view/1369,,,,,,Herakleion M.,4,2
1370,KN X 7576,https://liber.cnr.it/tablet/view/1370,,,,,,Herakleion M.,2,1
1371,KN X 7580,https://liber.cnr.it/tablet/view/1371,,,,,,Herakleion M.,2,1
1372,KN X 7581+fr.,https://liber.cnr.it/tablet/view/1372,— Box IV (W. Magazines),Box IV (W. Magazines),,,,Herakleion M.,2,1
1373,KN X 7582,https://liber.cnr.it/tablet/view/1373,,,,,,Herakleion M.,2,1
1374,KN X 7583,https://liber.cnr.it/tablet/view/1374,,,,,,Herakleion M.,3,1
1375,KN X 7584,https://liber.cnr.it/tablet/view/1375,,,,,,Herakleion M.,2,1
1376,KN Xd 7585,https://liber.cnr.it/tablet/view/1376,,,124?,R psi,,Herakleion M.,2,1
1377,KN X 7589,https://liber.cnr.it/tablet/view/1377,,,,,,Herakleion M.,2,1
1378,KN X 7592,https://liber.cnr.it/tablet/view/1378,,,,,,Herakleion M.,2,1
1379,KN X 7603,https://liber.cnr.it/tablet/view/1379,,,,,,Herakleion M.,1,1
1380,KN X 7608+fr.,https://liber.cnr.it/tablet/view/1380,,,,,,Herakleion M.,2,1
1382,KN X 7621[+]fr.,https://liber.cnr.it/tablet/view/1382,,,,,,Herakleion M.,5,3
1383,KN X 7622,https://liber.cnr.it/tablet/view/1383,,,,,,Herakleion M.,1,1
1384,KN V(3) 7623,https://liber.cnr.it/tablet/view/1384,,,115?,,,Herakleion M.,2,1
1385,KN X 7627,https://liber.cnr.it/tablet/view/1385,,,,,,Herakleion M.,3,1
1386,KN X 7628+7893,https://liber.cnr.it/tablet/view/1386,,,,,,Herakleion M.,5,2
1387,KN X 7629,https://liber.cnr.it/tablet/view/1387,,,,,,Herakleion M.,3,1
1388,KN Od(5) 7631,https://liber.cnr.it/tablet/view/1388,,,227?,,,Herakleion M.,3,1
1389,KN X 7632,https://liber.cnr.it/tablet/view/1389,"(F5) W. Magazine VI Minos 31-32, p. 98; Minos 35-36, p. 215 (ex —)","Minos 31-32, p. 98; Minos 35-36, p. 215 (ex —)",,,,Herakleion M.,3,1
1390,KN X 7633,https://liber.cnr.it/tablet/view/1390,"(F4) W. Magazine V Minos 31-32, p. 98; Minos 35-36, p. 175 (ex —)","Minos 31-32, p. 98; Minos 35-36, p. 175 (ex —)",,,,Herakleion M.,3,1
1391,KN X 7635+7977,https://liber.cnr.it/tablet/view/1391,,,,,,Herakleion M.,5,2
1392,KN Bo 7642,https://liber.cnr.it/tablet/view/1392,,,,,,Herakleion M.,2,1
1393,KN X 7643+7960,https://liber.cnr.it/tablet/view/1393,,,,,,Herakleion M.,4,1
1394,KN X 7644+fr.,https://liber.cnr.it/tablet/view/1394,,,,,,Herakleion M.,4,1
1395,KN X 7655,https://liber.cnr.it/tablet/view/1395,,,,,,Herakleion M.,2,1
1396,KN X 7659,https://liber.cnr.it/tablet/view/1396,,,,,,Herakleion M.,2,1
1397,KN Ch 7668,https://liber.cnr.it/tablet/view/1397,,,110?,,,Herakleion M.,2,1
1398,KN X 7669,https://liber.cnr.it/tablet/view/1398,,,,,,Herakleion M.,2,1
1399,KN Bo 7672,https://liber.cnr.it/tablet/view/1399,,,,,,Herakleion M.,2,1
1400,KN X 7673+9859,https://liber.cnr.it/tablet/view/1400,,,,,,Herakleion M.,3,1
1401,KN Dk(1) 7677+7973,https://liber.cnr.it/tablet/view/1401,,,120?,,,Herakleion M.,3,1
1402,KN X 7692,https://liber.cnr.it/tablet/view/1402,,,,,,Herakleion M.,1,1
1403,KN X 7695,https://liber.cnr.it/tablet/view/1403,,,,,,Herakleion M.,1,1
1404,KN X 7696,https://liber.cnr.it/tablet/view/1404,,,,,,Herakleion M.,1,1
1405,KN X 7697,https://liber.cnr.it/tablet/view/1405,,,,,,Herakleion M.,1,1
1406,KN X 7699,https://liber.cnr.it/tablet/view/1406,,,,,,Herakleion M.,1,1
1407,KN X 7706+8108,https://liber.cnr.it/tablet/view/1407,,,,,,Herakleion M.,8,3
1408,KN X 7708,https://liber.cnr.it/tablet/view/1408,,,,,,Herakleion M.,5,2
1409,KN X 7710,https://liber.cnr.it/tablet/view/1409,,,,,,Herakleion M.,3,2
1410,KN X 7712,https://liber.cnr.it/tablet/view/1410,,,,,,Herakleion M.,7,3
1411,KN X 7715,https://liber.cnr.it/tablet/view/1411,,,,,,Herakleion M.,2,2
1412,KN X 7717+fr.,https://liber.cnr.it/tablet/view/1412,,,,,,Herakleion M.,2,2
1413,KN X 7720,https://liber.cnr.it/tablet/view/1413,,,,,,Herakleion M.,3,2
1414,KN X 7722,https://liber.cnr.it/tablet/view/1414,,,,,,Herakleion M.,4,2
1415,KN X 7725,https://liber.cnr.it/tablet/view/1415,,,,,,Herakleion M.,3,2
1416,KN X 7728,https://liber.cnr.it/tablet/view/1416,,,,,,Herakleion M.,2,1
1417,KN X 7735,https://liber.cnr.it/tablet/view/1417,,,,,,Herakleion M.,5,2
1418,KN X 7737,https://liber.cnr.it/tablet/view/1418,,,,,,Herakleion M.,5,1
1419,KN X 7739,https://liber.cnr.it/tablet/view/1419,,,,,,Herakleion M.,3,2
1420,KN X 7741,https://liber.cnr.it/tablet/view/1420,,,,,,Herakleion M.,8,4
1421,KN X 7743,https://liber.cnr.it/tablet/view/1421,,,,,,Herakleion M.,7,3
1422,KN X 7744,https://liber.cnr.it/tablet/view/1422,,,,,,Herakleion M.,4,2
1423,KN X 7749,https://liber.cnr.it/tablet/view/1423,,,,,,Herakleion M.,1,1
1424,KN X 7750,https://liber.cnr.it/tablet/view/1424,,,,,,Herakleion M.,6,2
1425,KN Od(4) 7752,https://liber.cnr.it/tablet/view/1425,,,115?,,,Herakleion M.,4,2
1426,KN X 7753,https://liber.cnr.it/tablet/view/1426,,,,,,Herakleion M.,3,1
1427,KN X 7754,https://liber.cnr.it/tablet/view/1427,,,,,,Herakleion M.,3,1
1428,KN X 7758,https://liber.cnr.it/tablet/view/1428,,,,,,Herakleion M.,3,1
1429,KN X 7759+fr.,https://liber.cnr.it/tablet/view/1429,,,,,,Herakleion M.,9,3
1430,KN X 7760,https://liber.cnr.it/tablet/view/1430,,,,,,Herakleion M.,3,1
1431,KN X 7763,https://liber.cnr.it/tablet/view/1431,,,,,,Herakleion M.,3,1
1432,KN X 7765,https://liber.cnr.it/tablet/view/1432,,,,,,Herakleion M.,5,2
1433,KN X 7770,https://liber.cnr.it/tablet/view/1433,,,,,,Herakleion M.,3,2
1434,KN X 7774+fr.,https://liber.cnr.it/tablet/view/1434,— Box II (W. Magazines),Box II (W. Magazines),,,,Herakleion M.,3,1
1435,KN X 7775,https://liber.cnr.it/tablet/view/1435,,,,,,Herakleion M.,2,1
1436,KN Ga(3) 7776 (= 476 bis),https://liber.cnr.it/tablet/view/1436,"(F4) W. Magazine V Minos 31-32, p. 98; Minos 35-36, p. 175; Colloqium Romanum, p. 304 (ex —)","Minos 31-32, p. 98; Minos 35-36, p. 175; Colloqium Romanum, p. 304 (ex —)",223?,,,Herakleion M.,2,1
1437,KN X 7778,https://liber.cnr.it/tablet/view/1437,,,,,,Herakleion M.,2,1
1438,KN X 7784+fr.,https://liber.cnr.it/tablet/view/1438,,,,,,Herakleion M.,3,1
1439,KN X 7789,https://liber.cnr.it/tablet/view/1439,,,,,,Herakleion M.,2,1
1440,KN X 7791+fr.,https://liber.cnr.it/tablet/view/1440,— Box II (W. Magazines),Box II (W. Magazines),,,,Herakleion M.,3,1
1441,KN X 7794,https://liber.cnr.it/tablet/view/1441,,,,,,Herakleion M.,2,1
1442,KN X 7795+fr.,https://liber.cnr.it/tablet/view/1442,,,,,,Herakleion M.,3,1
1443,KN X 7796,https://liber.cnr.it/tablet/view/1443,,,,,,Herakleion M.,2,1
1444,KN X 7799,https://liber.cnr.it/tablet/view/1444,,,,,,Herakleion M.,2,1
1445,KN X 7801,https://liber.cnr.it/tablet/view/1445,,,,,,Herakleion M.,1,1
1446,KN X 7804,https://liber.cnr.it/tablet/view/1446,,,,,,Herakleion M.,2,1
1447,KN X 7810+9364,https://liber.cnr.it/tablet/view/1447,,,,,,Herakleion M.,2,1
1448,KN X 7812,https://liber.cnr.it/tablet/view/1448,,,,,,Herakleion M.,2,2
1449,KN X 7814,https://liber.cnr.it/tablet/view/1449,,,,,,Herakleion M.,6,1
1450,KN X 7816,https://liber.cnr.it/tablet/view/1450,,,,,,Herakleion M.,1,1
1451,KN X 7817,https://liber.cnr.it/tablet/view/1451,,,,,,Herakleion M.,1,1
1452,KN X 7820,https://liber.cnr.it/tablet/view/1452,,,,,,Herakleion M.,2,1
1453,KN X 7822,https://liber.cnr.it/tablet/view/1453,,,,,,Herakleion M.,2,1
1454,KN X 7823,https://liber.cnr.it/tablet/view/1454,,,,,,Herakleion M.,1,1
1455,KN X 7824,https://liber.cnr.it/tablet/view/1455,,,,,,Herakleion M.,1,1
1456,KN X 7828,https://liber.cnr.it/tablet/view/1456,,,,,,Herakleion M.,2,1
1457,KN X 7829,https://liber.cnr.it/tablet/view/1457,,,,,,Herakleion M.,2,1
1458,KN X 7836,https://liber.cnr.it/tablet/view/1458,,,,,,Herakleion M.,1,1
1459,KN V(3) 7845,https://liber.cnr.it/tablet/view/1459,,,115,,,Herakleion M.,3,2
1460,KN X 7846,https://liber.cnr.it/tablet/view/1460,,,,,,Herakleion M.,5,3
1461,KN X 7848+7854,https://liber.cnr.it/tablet/view/1461,,,,,,Herakleion M.,5,3
1462,KN X 7860,https://liber.cnr.it/tablet/view/1462,,,,,,Herakleion M.,6,2
1463,KN X 7861,https://liber.cnr.it/tablet/view/1463,,,,,,Herakleion M.,1,1
1464,KN X 7862,https://liber.cnr.it/tablet/view/1464,,,,,,Herakleion M.,1,1
1465,KN X 7866,https://liber.cnr.it/tablet/view/1465,,,,,,Herakleion M.,2,1
1466,KN X 7872,https://liber.cnr.it/tablet/view/1466,,,,,,Herakleion M.,1,1
1467,KN X 7873,https://liber.cnr.it/tablet/view/1467,,,,,,Herakleion M.,7,3
1468,KN X 7878,https://liber.cnr.it/tablet/view/1468,,,,,,Herakleion M.,1,1
1469,KN X 7884,https://liber.cnr.it/tablet/view/1469,,,,,,Herakleion M.,4,2
1470,KN X 7888+fr.,https://liber.cnr.it/tablet/view/1470,,,,,,Herakleion M.,1,1
1471,KN X 7891+7990,https://liber.cnr.it/tablet/view/1471,,,,,,Herakleion M.,4,1
1472,KN X 7894,https://liber.cnr.it/tablet/view/1472,"— Colloquium Romanum, p. 304 (ex F5?)","Colloquium Romanum, p. 304 (ex F5?)",,,,Herakleion M.,3,1
1473,KN X 7895,https://liber.cnr.it/tablet/view/1473,,,,,,Herakleion M.,2,2
1474,KN X 7897,https://liber.cnr.it/tablet/view/1474,"(F5) W. Magazine VI Colloquium Romanum, p. 304 (ex —)","Colloquium Romanum, p. 304 (ex —)",,,,Herakleion M.,4,1
1475,KN X 7900,https://liber.cnr.it/tablet/view/1475,(E5) Corridor of House Tablets,,,LM III A2,Herakleion M.,3,1
1476,KN X 7909,https://liber.cnr.it/tablet/view/1476,,,,,,Herakleion M.,2,2
1477,KN X 7910,https://liber.cnr.it/tablet/view/1477,,,,,,Herakleion M.,1,1
1478,KN X 7916,https://liber.cnr.it/tablet/view/1478,,,,,,Herakleion M.,2,1
1479,KN X 7918+7931,https://liber.cnr.it/tablet/view/1479,,,,,,Herakleion M.,4,1
1480,KN X 7924,https://liber.cnr.it/tablet/view/1480,,,,,,Herakleion M.,2,1
1481,KN X 7926,https://liber.cnr.it/tablet/view/1481,,,,,,Herakleion M.,1,1
1482,KN X 7930,https://liber.cnr.it/tablet/view/1482,,,,L kappa (?),,Herakleion M.,1,1
1483,KN X 7932,https://liber.cnr.it/tablet/view/1483,,,,,,Herakleion M.,2,2
1484,KN X 7935,https://liber.cnr.it/tablet/view/1484,,,,,,Herakleion M.,2,1
1485,KN X 7936,https://liber.cnr.it/tablet/view/1485,,,,,,Herakleion M.,3,1
1486,KN X 7944,https://liber.cnr.it/tablet/view/1486,,,,,,Herakleion M.,2,1
1487,KN X 7947,https://liber.cnr.it/tablet/view/1487,,,,,,Herakleion M.,2,1
1488,KN X 7955+frr.(4),https://liber.cnr.it/tablet/view/1488,,,,,,Herakleion M.,4,1
1489,KN X 7965,https://liber.cnr.it/tablet/view/1489,,,,,,Herakleion M.,2,1
1490,KN X 7966,https://liber.cnr.it/tablet/view/1490,,,,,,Herakleion M.,2,1
1491,KN X 7976,https://liber.cnr.it/tablet/view/1491,,,,,,Herakleion M.,3,1
1492,KN X 7985,https://liber.cnr.it/tablet/view/1492,,,,,,Herakleion M.,1,1
1493,KN Fh 7989,https://liber.cnr.it/tablet/view/1493,,,141?,,,Herakleion M.,1,1
1494,KN X 7994,https://liber.cnr.it/tablet/view/1494,,,,,,Herakleion M.,2,1
1495,KN X 7995,https://liber.cnr.it/tablet/view/1495,,,,,,Herakleion M.,1,1
1496,KN X 7999,https://liber.cnr.it/tablet/view/1496,,,,,,Herakleion M.,1,1
1497,KN X 8007,https://liber.cnr.it/tablet/view/1497,,,,,,Herakleion M.,1,1
1498,KN X 8010,https://liber.cnr.it/tablet/view/1498,,,,,,Herakleion M.,1,1
1499,KN X 8011,https://liber.cnr.it/tablet/view/1499,,,,,,Herakleion M.,1,1
1500,KN X 8013+8027,https://liber.cnr.it/tablet/view/1500,,,,,,Herakleion M.,2,2
1501,KN X 8017,https://liber.cnr.it/tablet/view/1501,,,,,,Herakleion M.,4,2
1502,KN X 8024,https://liber.cnr.it/tablet/view/1502,,,,,,Herakleion M.,1,1
1503,KN X 8031+8033,https://liber.cnr.it/tablet/view/1503,,,,,,Herakleion M.,1,1
1504,KN X 8042,https://liber.cnr.it/tablet/view/1504,,,,,,Herakleion M.,2,2
1505,KN L 8043,https://liber.cnr.it/tablet/view/1505,,,,,,Herakleion M.,1,1
1506,KN X 8050,https://liber.cnr.it/tablet/view/1506,,,,,,Herakleion M.,1,1
1507,KN X 8051,https://liber.cnr.it/tablet/view/1507,,,,,,Herakleion M.,2,2
1508,KN L(5) 8063,https://liber.cnr.it/tablet/view/1508,,,209?,,,Herakleion M.,3,3
1509,KN X 8066+fr.,https://liber.cnr.it/tablet/view/1509,,,,,,Herakleion M.,1,1
1510,KN X 8068,https://liber.cnr.it/tablet/view/1510,,,,,,Herakleion M.,1,1
1511,KN X 8070+fr.,https://liber.cnr.it/tablet/view/1511,— Box VI (N. Entrance),Box VI (N. Entrance),,,,Herakleion M.,1,1
1512,KN X 8072,https://liber.cnr.it/tablet/view/1512,,,,,,Herakleion M.,3,1
1513,KN Xf 8104,https://liber.cnr.it/tablet/view/1513,,,,,,Herakleion M.,3,1
1514,KN X 8109,https://liber.cnr.it/tablet/view/1514,,,,,,Herakleion M.,2,1
1515,KN X 8111,https://liber.cnr.it/tablet/view/1515,,,,,,Herakleion M.,1,1
1516,KN X 8112,https://liber.cnr.it/tablet/view/1516,,,,,,Herakleion M.,5,2
1517,KN X 8113,https://liber.cnr.it/tablet/view/1517,,,,,,Herakleion M.,1,1
1518,KN X 8114,https://liber.cnr.it/tablet/view/1518,,,,,,Herakleion M.,1,1
1519,KN X 8115,https://liber.cnr.it/tablet/view/1519,,,,,,Herakleion M.,0,0
1520,KN Xd 8126,https://liber.cnr.it/tablet/view/1520,,,,,,Herakleion M.,4,3
1521,KN Xd 8133,https://liber.cnr.it/tablet/view/1521,,,124?,,,Herakleion M.,1,1
1522,KN Xd 8143,https://liber.cnr.it/tablet/view/1522,,,,,,Herakleion M.,1,1
1523,KN Xf 8147,https://liber.cnr.it/tablet/view/1523,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 144, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 144, 256 (ex —)",,,,Herakleion M.,1,1
1524,KN Xf 8148,https://liber.cnr.it/tablet/view/1524,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 144, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 144, 256 (ex —)",,,,Herakleion M.,1,1
1525,KN X 8164,https://liber.cnr.it/tablet/view/1525,"(F14) W. Magazine XV Minos 31-32, p. 102; Minos 35-36, p. 232 (ex —)","Minos 31-32, p. 102; Minos 35-36, p. 232 (ex —)",,,,Herakleion M.,5,2
1526,KN X 8167,https://liber.cnr.it/tablet/view/1526,"(F14) W. Magazine XV Minos 31-32, p. 102; Minos 35-36, p. 232 (ex —)","Minos 31-32, p. 102; Minos 35-36, p. 232 (ex —)",,,,Herakleion M.,4,2
1527,KN Xf 8171,https://liber.cnr.it/tablet/view/1527,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 145, 254, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 145, 254, 256 (ex —)",,,,Herakleion M.,1,1
1528,KN X 8190,https://liber.cnr.it/tablet/view/1528,,,,,,Herakleion M.,4,2
1529,KN X 8191,https://liber.cnr.it/tablet/view/1529,,,,,,Herakleion M.,1,1
1530,KN X 8195,https://liber.cnr.it/tablet/view/1530,,,,,,Herakleion M.,2,2
1531,KN Xg 8197,https://liber.cnr.it/tablet/view/1531,"(M) Little Palace Minos 33-34, p. 132; Minos 35-36, p. 73, 257, 259 (ex —)","Minos 33-34, p. 132; Minos 35-36, p. 73, 257, 259 (ex —)",,,,Herakleion M.,2,1
1532,KN Xg 8198,https://liber.cnr.it/tablet/view/1532,"(M) Little Palace Minos 33-34, p. 132; Minos 35-36, p. 257, 259 (ex —)","Minos 33-34, p. 132; Minos 35-36, p. 257, 259 (ex —)",,,,Herakleion M.,2,1
1533,KN Xg ‹8204›,https://liber.cnr.it/tablet/view/1533,"(M) Little Palace Minos 33-34, p. 109, 132; Minos 35-36, p. 257, 259; Colloquium Romanum, p. 289 (ex —)","Minos 33-34, p. 109, 132; Minos 35-36, p. 257, 259; Colloquium Romanum, p. 289 (ex —)",,,,,3,1
1534,KN Xg ‹8205›,https://liber.cnr.it/tablet/view/1534,"(M) Little Palace Minos 33-34, p. 132; Minos 35-36, p. 257, 259; Colloquium Romanum, p. 289 (ex —)","Minos 33-34, p. 132; Minos 35-36, p. 257, 259; Colloquium Romanum, p. 289 (ex —)",,,,,1,1
1535,KN Xf 8211,https://liber.cnr.it/tablet/view/1535,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)",,,,Herakleion M.,6,2
1536,KN Xf 8212,https://liber.cnr.it/tablet/view/1536,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)",,,,Herakleion M.,4,1
1537,KN Xf 8213,https://liber.cnr.it/tablet/view/1537,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)",,,,Herakleion M.,1,1
1538,KN Xf 8214,https://liber.cnr.it/tablet/view/1538,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)",,,,Herakleion M.,7,4
1539,KN Xf 8215,https://liber.cnr.it/tablet/view/1539,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 145, 256 (ex —)",,,,Herakleion M.,3,1
1540,KN X 8260,https://liber.cnr.it/tablet/view/1540,,,,,,Herakleion M.,1,1
1541,KN X 8261+8551,https://liber.cnr.it/tablet/view/1541,,,,,,Herakleion M.,8,4
1542,KN X 8266,https://liber.cnr.it/tablet/view/1542,,,,,,Herakleion M.,3,2
1543,KN X 8267+fr.,https://liber.cnr.it/tablet/view/1543,,,,,,Herakleion M.,3,2
1544,KN X 8270,https://liber.cnr.it/tablet/view/1544,,,,,,Herakleion M.,4,1
1545,KN X 8272,https://liber.cnr.it/tablet/view/1545,,,,,,Herakleion M.,1,1
1546,KN X 8273,https://liber.cnr.it/tablet/view/1546,,,,,,Herakleion M.,2,1
1547,KN X 8282,https://liber.cnr.it/tablet/view/1547,,,,,,Herakleion M.,2,1
1548,KN X 8283,https://liber.cnr.it/tablet/view/1548,,,,,,Herakleion M.,1,1
1549,KN X 8293+8794+fr.,https://liber.cnr.it/tablet/view/1549,,,,,,Herakleion M.,4,1
1550,KN X 8295,https://liber.cnr.it/tablet/view/1550,,,,,,Herakleion M.,3,1
1551,KN X 8296,https://liber.cnr.it/tablet/view/1551,,,,,,Herakleion M.,2,1
1552,KN Fh 8297+fr.,https://liber.cnr.it/tablet/view/1552,,,141?,,,Herakleion M.,2,1
1553,KN X 8301,https://liber.cnr.it/tablet/view/1553,,,,,,Herakleion M.,2,1
1554,KN X 8308,https://liber.cnr.it/tablet/view/1554,,,,,,Herakleion M.,2,1
1555,KN X 8312,https://liber.cnr.it/tablet/view/1555,,,,,,Herakleion M.,2,1
1556,KN X 8314,https://liber.cnr.it/tablet/view/1556,,,,,,Herakleion M.,2,2
1557,KN X 8319,https://liber.cnr.it/tablet/view/1557,,,,,,Herakleion M.,1,1
1558,KN X 8323,https://liber.cnr.it/tablet/view/1558,,,,,,Herakleion M.,1,1
1559,KN X 8324,https://liber.cnr.it/tablet/view/1559,,,,,,Herakleion M.,1,1
1560,KN X 8325,https://liber.cnr.it/tablet/view/1560,,,,,,Herakleion M.,1,1
1561,KN X 8327,https://liber.cnr.it/tablet/view/1561,,,,,,Herakleion M.,1,1
1562,KN X 8328,https://liber.cnr.it/tablet/view/1562,,,,,,Herakleion M.,5,5
1563,KN X 8329,https://liber.cnr.it/tablet/view/1563,,,,,,Herakleion M.,1,1
1564,KN Ak(4) 8330,https://liber.cnr.it/tablet/view/1564,,,228,,,Herakleion M.,1,1
1565,KN X 8502,https://liber.cnr.it/tablet/view/1565,,,,,,Herakleion M.,4,1
1566,KN X 8506,https://liber.cnr.it/tablet/view/1566,,,,,,Herakleion M.,1,1
1567,KN X 8509+fr.,https://liber.cnr.it/tablet/view/1567,,,,,,Herakleion M.,3,2
1568,KN V(3) 8514,https://liber.cnr.it/tablet/view/1568,,,115?,,,Herakleion M.,3,1
1569,KN X 8518,https://liber.cnr.it/tablet/view/1569,,,,,,Herakleion M.,1,1
