linear_b,word_type,part_of_speech,inflection,confidence,greek,reasoning
e-ke-jo-to,3,1,-1,0.95,εγκειμαι|εγκειοντοι,"The word 'e-ke-jo-to' has the Greek cognates 'εγκειμαι/εγκειοντοι', which are verb forms meaning 'to lie in/on' or 'to be situated'. The Linear B word likely represents a verb form. Since it is a verb, the inflection is -1."
e-ke-me-de,0,0,2,0.95,εχεμηδης,"The word 'e-ke-me-de' has the Greek cognate 'εχεμηδης', which is a personal name (anthroponym). The Linear B word likely represents a similar anthroponym. The ending '-de' is not a standard thematic ending (-o or -a). The cognate 'εχεμηδης' suggests an athematic inflection, as it belongs to the third declension in ancient greek. Therefore, the inflection is classified as athematic."
e-ke-ne,0,0,2,0.9,εγγενης,"The word 'e-ke-ne' has the cognate 'εγγενης', which means 'native, born in'. Chadwick & Ventris identify it as an anthroponym. The ending '-e' suggests an athematic inflection, possibly a dative singular form. Therefore, it's classified as an anthroponym (word_type=0), a noun (part_of_speech=0), and athematic (inflection=2)."
e-ke-qe,3,1,-1,0.95,εχει,"The word 'e-ke-qe' can be broken down into 'e-ke' and '-qe'. '-qe' is a conjunction suffix meaning 'and'. 'e-ke' has the cognate 'εχει' (ekhei), which means 'has'. The verb ending in Linear B for the 3rd person singular is a vowel -e. Therefore, 'e-ke' is a verb, and since it's a verb, the inflection is -1."
e-ke-ra-ne,1,0,1,0.9,εγγελανες,"The word 'e-ke-ra-ne' has the cognate 'εγγελανες'. Chadwick & Ventris suggest it's a toponym, similar to Ἐγγελᾶνες. The ending '-ne' suggests a thematic noun in -a (plural form). Therefore, it is classified as a toponym (place name), a noun, and thematic in -a."
e-ke-ro,0,0,0,0.95,εγχερος,"The word 'e-ke-ro' has the cognate 'εγχερος', which is identified as an anthroponym (personal name) in both Chadwick & Ventris and Tselentis lexicons. The Linear B word ends in '-o', which corresponds to the thematic -o declension for nouns. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
e-ke-ro-qo-no,3,0,2,0.9,εγχεροπονοι,"The word 'e-ke-ro-qo-no' has the cognate 'εγχεροπονοι', which means 'wage earners'. This suggests that the Linear B word is a common noun. The ending '-no' does not fit the thematic declensions in -o or -a. The cognate's plural form 'εγχεροπονοι' suggests an athematic declension. Therefore, the inflection is classified as athematic."
e-ke-rya-wo,0,0,0,0.9,εχελιαfων,"The word 'e-ke-rya-wo' has the Greek cognate 'εχελιαfων'. The lexicon entries suggest it's an anthroponym. The ending '-wo' suggests a thematic noun in -o, possibly a nominative or accusative singular form. The cognate is not helping much, but the lexicon entries are clear."
e-ke-rya-wo-ne,0,0,2,0.9,εχελιαfων,"The word 'e-ke-rya-wo-ne' has the cognate 'εχελιαfων'. The lexicon indicates it's a personal name. The ending '-ne' suggests an athematic inflection. The cognate's ending '-ων' supports this classification, as it is a common athematic ending for personal names."
e-ke-si,3,1,-1,0.9,εγχουσι,"The word 'e-ke-si' has the cognate 'εγχουσι' (enchousi), which means 'they have/hold'. The -si ending is a clear indicator of a 3rd person plural verb form. Therefore, it is classified as a verb, and inflection is not applicable for verbs."
e-ki-no,0,0,0,0.9,εργινος|εχινος,"The word 'e-ki-no' has cognates 'εργινος' and 'εχινος', which refer to 'urchin' or 'porcupine'. The ending '-o' suggests a thematic noun in -o. Therefore, it is classified as an animal name (word_type = 1), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
e-ki-no-jo,0,0,0,0.95,εργινος,"The word 'e-ki-no-jo' has the cognate 'εργινος', which is a personal name. The Linear B word ends in '-jo', which corresponds to the genitive singular ending '-ojo' of thematic nouns in -o. Therefore, it is classified as an anthroponym (personal name), a noun, and thematic in -o."
e-ki-wo,0,0,0,0.95,εχιfος|εχιfων,"The word 'e-ki-wo' has Greek cognates 'εχιfος/εχιfων'. Chadwick & Ventris identify it as an anthroponym, similar to Ἔχιος/Ἔχίων. The Linear B word ends in '-o', suggesting a thematic noun in -o. The cognates also support this classification, as they are personal names. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
e-ko,3,2,0,0.9,εχοντες|εχων|εγχενσι|εγχος,"The word 'e-ko' has cognates like 'εχοντες' and 'εχων', which are participles meaning 'having'. Participles are classified as adjectives. The ending '-o' suggests a thematic inflection in -o, similar to thematic nouns and adjectives."
e-ko-me-na-ta-o,0,0,1,0.9,ερχομεναταο|ερχομενατας,"The word 'e-ko-me-na-ta-o' has cognates 'ερχομεναταο' and 'ερχομενατας'. The lexicons suggest it's a personal name. The ending '-ta-o' resembles the genitive form in -ao of thematic nouns in -a. Therefore, it's classified as an anthroponym (personal name), a noun, with thematic inflection in -a."
e-ko-me-no,3,2,0,0.95,ερχομενος|ορχομενος,"The word 'e-ko-me-no' has cognates 'ερχομενος' and 'ορχομενος'. The suffix '-me-no' indicates a participle form (medium/passive). Participles are classified as adjectives. The ending '-o' suggests a thematic inflection in -o, consistent with the neuter form of the participle in ancient greek."
e-ko-si,3,1,-1,0.9,εχουσι|εχουσιν,"The word 'e-ko-si' has the Greek cognate 'εχουσι' (ekhousi), meaning 'they have'. The '-si' ending is a strong indicator of a 3rd person plural verb form. Therefore, it is classified as a common word (5), a verb (1), and inflection is not applicable (-1) for verbs."
e-ko-so,1,0,0,0.9,εξων|εξωνος,"The word 'e-ko-so' has Greek cognates 'εξων' and 'εξωνος'. The lexicon entries suggest it's a toponym. The ending '-o' suggests a thematic noun in -o. Therefore, it is classified as a toponym (place name), a noun, and thematic in -o."
e-ko-so-no,1,0,0,0.95,εξωνος,"The word 'e-ko-so-no' has the cognate 'εξωνος', and the lexicons indicate it's a toponym (place name). The ending '-no' suggests a thematic noun in -o."
e-ko-so-wo-ko,3,0,0,0.9,εξωfοργοι,"The word 'e-ko-so-wo-ko' has the cognate 'εξωfοργοι', which means 'outside workers'. The lexicon entry confirms this meaning. The word ends in '-o', suggesting a thematic noun in -o. Therefore, it is a common noun with thematic inflection in -o."
e-ko-te,3,2,0,0.9,εχοντες,"The word 'e-ko-te' has the cognate 'εχοντες' (echontes), which is a participle meaning 'having'. Participles are classified as adjectives. The ending '-te' suggests a thematic inflection in -o, as the declension table shows that the thematic declensions can have an arbitrary consonant before the vowel."
e-ko-to,0,0,0,0.95,εκτωρ,"The word 'e-ko-to' has the Greek cognate 'εκτωρ' (Hector), which is a personal name (anthroponym). The Linear B word ends in '-to', which can be considered a thematic -o ending, suggesting a thematic noun in -o. Therefore, it is classified as an anthroponym, a noun, and thematic in -o."
e-ko-to-ri-jo,0,0,0,0.9,εκτωρι,"The word 'e-ko-to-ri-jo' has the Greek cognate 'εκτωρι'. Chadwick & Ventris identify it as an anthroponym in the dative case. The Linear B word ends in '-jo', which corresponds to the thematic dative singular ending '-o' (or -ojo for genitive) in the declension table. Therefore, it's a thematic noun in -o."
e-ku-se-we,3,0,2,0.9,εγχυσηfες|εγχεω,"The word 'e-ku-se-we' has cognates 'εγχυσηfες|εγχεω' and lexicon entry 'funnels' (&gt;εγχέω= to pour in). The ending '-we' suggests an athematic noun. The cognate 'εγχυσηfες' (plural form) supports the noun classification. The word refers to 'funnels', a common object."
e-ku-se-we-qe,3,0,2,0.9,εγχεω|εγχυσηfες,"The word is 'e-ku-se-we-qe'. Removing the suffix '-qe', we have 'e-ku-se-we'. The cognates are 'εγχεω' and 'εγχυσηfες'. The lexicon entries define it as 'funnels' and 'to pour in'. 'εγχυσηfες' is a plural form. The word is a common noun. The ending '-we' suggests an athematic inflection, as thematic nouns typically end in -o or -a. The cognate 'εγχυσηfες' confirms the plural form and athematic inflection."
e-ma-ha,0,0,1,0.95,ερμαhαι|ερμαhας|ερμης,"The word 'e-ma-ha' has Greek cognates 'ερμαhαι|ερμαhας|ερμης', which are related to the god Hermes. The Linear B word likely represents a form of Hermes. The ending '-ha' suggests a thematic noun in -a, possibly a nominative plural or singular form related to a female form of Hermes or a derivative related to Hermes. Given the cognates and the lexicon entries, it is classified as a theonym. The inflection is classified as thematic in -a."
e-ma-ta,3,0,1,0.9,ερματα,"The word 'e-ma-ta' has the cognate 'ερματα' (ermata) which means 'straps'. The Linear B word 'e-ma-ta' likely represents the plural form of a noun. The ending '-a' suggests a thematic noun in -a, likely a neuter plural form. Therefore, it is classified as a common noun with thematic inflection in -a."
e-me,3,3,-1,0.7,εμει|ενι,"The word 'e-me' has cognates 'εμει' and 'ενι'. The lexicon entries suggest 'one' or 'with one'. Given these meanings, it is most likely an adverb. Since it is an adverb, the inflection is -1."
e-mi-to,3,2,0,0.95,εμμισθος|εμμισθων,"The word 'e-mi-to' has cognates 'εμμισθος/εμμισθων' which mean 'in pay, hired'. This suggests that 'e-mi-to' is an adjective. The ending '-to' corresponds to the thematic -o ending, indicating a thematic adjective in -o."
e-ri-nu-we,0,0,2,0.95,ερινυς,"The word 'e-ri-nu-we' has the Greek cognate 'ερινυς' (Erinys), which refers to a Fury, a deity of vengeance. Therefore, the word type is theonym. The word is a noun. The ending '-we' does not directly correspond to any of the thematic noun endings (-o, -a). However, considering the cognate 'ερινυς', which is an athematic noun, and the fact that Linear B often simplifies endings, it is likely that 'e-ri-nu-we' is an athematic noun. The ancient greek cognate is an athematic noun, so the inflection is 2."
e-na-po-ro,1,0,0,0.95,εναπλους,"The word 'e-na-po-ro' has the Greek cognate 'εναπλους', and the lexicons identify it as a toponym (place name). The ending '-o' suggests it is a thematic noun in -o."
e-ne-e-si,3,1,-1,0.95,ενεισι|ενεενσι|ενειμι,"The word 'e-ne-e-si' has the Greek cognates 'ενεισι', 'ενεενσι', and 'ενειμι', all of which are forms of the verb 'to be' in the third person plural. The Linear B word ends in '-si', which, according to the provided verb rules, indicates a third-person plural verb form. Therefore, it is classified as a common word (5), a verb (1), and inflection is not applicable (-1) for verbs."
e-ne-ka,3,3,-1,0.95,ενεκα,"The word 'e-ne-ka' has the Greek cognate 'ενεκα', which is a preposition meaning 'because of' or 'for the sake of'. In Mycenaean Greek, prepositions often function as adverbs. Therefore, 'e-ne-ka' is classified as a common word (word_type = 5), an adverb (part_of_speech = 3), and since it's an adverb, the inflection is not applicable (inflection = -1)."
e-ne-si-da-o-ne,0,0,2,0.95,ενεσιδαονει|ενεσιδαων,"The word 'e-ne-si-da-o-ne' has the Greek cognates 'ενεσιδαονει' and 'ενεσιδαων', which refer to Poseidon, specifically as 'earth-shaker'. This indicates it is a theonym (deity name). The ending '-ne' suggests a dative form, and the cognate 'ενεσιδαονει' confirms this. Dative forms of athematic nouns often end in -e or -i. Therefore, it is an athematic noun."
e-ne-wo,3,2,0,0.85,εννεfο,"The word 'e-ne-wo' has the cognate 'εννεfο'. Based on the cognate, it is likely an adjective. The ending '-wo' suggests a thematic adjective in -o."
e-ne-wo-pe-za,3,0,0,0.95,εννεfοπεζα,"The word 'e-ne-wo-pe-za' corresponds to the Greek word 'εννεfοπεζα', meaning 'with nine legs' or 'nine-legged table'. This is a common noun. The ending '-za' corresponds to the thematic -a ending, but the cognate suggests that it is a thematic noun in -o (neuter plural). Therefore, I classify it as thematic in -o."
e-ni-ja-u-si-jo,3,2,0,0.95,ενιαυσιος,"The word 'e-ni-ja-u-si-jo' has the Greek cognate 'ενιαυσιος' (eniausios), which means 'annual' or 'yearly'. This suggests that the Linear B word is an adjective. The ending '-jo' corresponds to the thematic -o ending, indicating a thematic adjective."
