linear_b,word_type,part_of_speech,inflection,confidence,reasoning
e-ra-pe-me-na,5,2,1,0.95,"The word 'e-ra-pe-me-na' has cognates like 'ερραμμενη', 'ερραπμενα', 'ραμμενη', and 'ερραπμενη', all related to 'sewed' or 'stitched'. The suffix '-me-na' strongly suggests a participle form (medium/passive), which is classified as an adjective. The ending '-na' indicates a thematic inflection in -a."
e-ra-po,1,0,0,0.95,"The word 'e-ra-po' has Greek cognates 'ελαφος/ελαφων' (elaphos/elaphon), meaning 'stag' or 'deer'. The lexicon also indicates 'stag'. The word ends in '-o', suggesting it is a thematic noun in -o. Therefore, it is classified as an animal name (word_type = 1), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
e-ra-po-ri-me-ne,3,0,2,0.9,"The word 'e-ra-po-ri-me-ne' is identified as a toponym (place name) based on the lexicon entry 'port of the deers'. The cognate 'ελαφωνλιμενες' (elaphon limenes) supports this. The ending '-ne' suggests an athematic inflection, as thematic nouns typically end in -o or -a. The cognate is a plural form, and the Linear B word likely represents a similar plural or collective concept. The ending -ne is compatible with the athematic plural nominative/accusative -e."
e-ra-ta-ra,0,0,1,0.95,"The word 'e-ra-ta-ra' has the Greek cognate 'εραθρα'. The lexicon entry indicates it's a female personal name. The ending '-a' suggests it's a thematic noun in -a, corresponding to the first declension in ancient Greek."
e-ra-te-i,3,0,2,0.9,"The word 'e-ra-te-i' is classified as a toponym (place name) based on the lexicon entry. The cognates 'ελατει', 'ελατονδε', and 'ελατος' suggest a connection to 'elate' or 'elatos', which could be related to a place name. The ending '-i' suggests an athematic dative singular form, which is consistent with place names. Therefore, it's an athematic noun."
e-ra-te-i-jo,4,0,0,0.95,"The word 'e-ra-te-i-jo' has the cognate 'ελατειος', which is an ethnic name related to 'Elatos'. The Linear B word ends in '-jo', which corresponds to the thematic -o inflection for nouns. Therefore, it is classified as an ethnonym (ethnic group name), a noun, and thematic in -o."
e-ra-te-re-wa-pi,3,0,1,0.9,"The word 'e-ra-te-re-wa-pi' is identified as a toponym (place name) based on the lexicon entry. The suffix '-pi' is ignored as it is an instrumental/locative suffix. The remaining part 'e-ra-te-re-wa' has the cognate 'εραθρεfα', which suggests a thematic noun in -a. Therefore, the word is classified as a noun with thematic inflection in -a."
e-ra-te-re-we,3,0,2,0.9,"The word 'e-ra-te-re-we' is classified as a toponym (place name) based on the lexicon entry. The cognates 'εραθρεfα|εραθρεfει' suggest a connection to a place. The ending '-we' suggests an athematic inflection, as it doesn't fit the thematic -o or -a patterns. The cognates do not help to determine the inflection class, but the ending is more consistent with athematic declension."
e-ra-to,0,0,0,0.95,"The word 'e-ra-to' has the Greek cognate 'ερατος', which Chadwick & Ventris identify as an anthroponym (person name). The Linear B word ends in '-to', corresponding to the thematic -o ending, indicating a thematic noun in -o."
e-ra-to-de,3,0,0,0.9,"The word 'e-ra-to-de' is identified as a toponym (place name) based on the lexicon entry. The suffix '-de' is ignored as it is an allative/demonstrative suffix. The remaining part 'e-ra-to' likely corresponds to 'ελατος', a thematic noun in -o, indicating a place name. Therefore, it's classified as a noun with thematic inflection in -o."
e-ra-wa,5,0,1,0.95,"The word 'e-ra-wa' has the Greek cognate 'ελαιfα' (elaifa), meaning olive tree. This indicates that 'e-ra-wa' is a common noun. The ending '-a' suggests that it is a thematic noun in -a."
e-ra-wo,5,0,0,0.95,"The word 'e-ra-wo' corresponds to the Greek words 'ελαιfον/ελαιον' (elaion), meaning 'oil'. This is a common noun. The ending '-wo' suggests a thematic noun in -o."
e-rai-wo,5,0,0,0.95,"The word 'e-rai-wo' has the cognate 'ελαιfον' (elaion), meaning olive/essential oil. This indicates that 'e-rai-wo' is a common noun. The ending '-o' suggests that it is a thematic noun in -o."
e-re-e,3,0,0,0.85,"The word 'e-re-e' has cognates like 'ελος' (marsh) and the lexicon entry suggests 'place name (έλος= marsh)'. Therefore, it is classified as a toponym (place name). The ending '-e' suggests a thematic noun in -o (given the syllabic nature of Linear B, the final vowel can be preceded by a consonant). The cognate 'ελος' is a neuter noun, and in the neuter gender, the nominative and accusative singular often end in -o in the thematic declension."
e-re-e-u,0,0,2,0.9,"The word 'e-re-e-u' has cognates 'ερευς' and 'ερετευς', both of which refer to a rower or coxswain. This suggests the word is an anthroponym (person name) or a title. The ending '-u' indicates an athematic noun inflection, consistent with the Greek cognates which are athematic nouns."
e-re-i,3,0,2,0.85,"The word 'e-re-i' has cognates 'ελεει' and 'ελος'. 'ελος' means 'marsh' and is a place name (toponym). The Linear B word likely represents a form of this word. The ending '-i' suggests an athematic inflection, possibly a dative singular form. 'ελεει' is a verb, but the lexicon entry suggests a place name, so I prioritize that. The ending -i is compatible with the dative singular of athematic nouns."
e-re-mo,5,0,0,0.9,"The word 'e-re-mo' has cognates 'ερεμος/ερημον/ερημος', meaning 'deserted/isolated place'. This suggests it's a common noun. The ending '-o' indicates a thematic noun in -o."
e-re-pa,5,0,2,0.95,"The word 'e-re-pa' has Greek cognates related to 'elephant' and 'ivory' (ελεφαντει, ελεφαντειαφι, ελεφαντειος, ελεφαντος, ελεφας). The lexicon entries also confirm this meaning. Therefore, it is a common noun. The ending '-pa' does not clearly indicate thematic or athematic inflection. However, the cognates like 'ελεφας' (elephant) suggest an athematic inflection, as the nominative singular does not end in -o or -a. The genitive is 'ελεφαντος', which ends in -os, which is compatible with the athematic genitive in -o (Linear B simplifies -os to -o). Therefore, I classify it as athematic."
e-re-pa-ta,5,0,2,0.9,"The word 'e-re-pa-ta' has the Greek cognate 'ελεφας' (elephas), meaning 'elephant'. This suggests it is a common noun. The ending '-ta' does not directly correspond to any thematic inflection. However, considering the cognate 'ελεφας', which is an athematic noun, and the fact that Linear B is syllabic, the '-ta' could be a syllabic representation of the athematic nominative singular. Therefore, I classify it as an athematic noun."
e-re-pa-te,5,0,2,0.9,"The word 'e-re-pa-te' is related to the Greek words 'ελεφας' (elephant) and 'ελεφαντει' (of ivory/elephant). The lexicon entry confirms it refers to 'elephant (implying ivory)'. The ending '-te' is an ablative suffix that should be ignored. The word 'e-re-pa' is the root. The cognate 'ελεφας' suggests an athematic noun, and the Linear B word likely represents a form of this noun. The ending -te is an ablative suffix, so the root is 'e-re-pa'. The greek cognate 'ελεφας' is an athematic noun, so the linear B word is classified as athematic."
e-re-pa-te-ja,5,0,1,0.95,"The word 'e-re-pa-te-ja' has the Greek cognate 'ελεφαντεια' (elephanteia). This word refers to 'ivory objects' or 'things pertaining to ivory'. The Linear B word likely has a similar meaning. The ending '-ja' corresponds to the thematic -a inflection class for nouns. Therefore, it is classified as a common noun with thematic inflection in -a."
e-re-pa-te-ja-pi,5,0,1,0.9,"The word 'e-re-pa-te-ja-pi' has the cognate 'ελεφαντειαφι', which relates to 'elephant' (implying ivory). The suffix '-pi' should be ignored. The remaining part 'e-re-pa-te-ja' corresponds to a form related to ivory. The ending '-ja' suggests a thematic noun in -a. Therefore, it's a common noun with thematic inflection in -a."
e-re-pa-te-jo,5,2,0,0.95,"The word 'e-re-pa-te-jo' has the Greek cognate 'ελεφαντειος', which means 'of ivory' or 'of an elephant'. This indicates that 'e-re-pa-te-jo' is an adjective. The ending '-jo' corresponds to the thematic -o ending, making it a thematic adjective in -o."
e-re-pa-te-jo-pi,5,2,0,0.9,"The word 'e-re-pa-te-jo-pi' has the cognate 'ελεφαντειος' (elephanteios), meaning 'of ivory' or 'ivory'. The suffix '-pi' should be ignored. The remaining part 'e-re-pa-te-jo' corresponds to an adjective. The ending '-jo' suggests a thematic adjective in -o, derived from a noun related to ivory. Therefore, it's classified as a common adjective with thematic inflection in -o."
e-re-pa-to,1,0,0,0.95,"The word 'e-re-pa-to' corresponds to the Greek words 'ελεφας/ελεφαντος' (elephant/of the elephant). The Linear B word ends in '-to', which can be interpreted as a thematic -o ending, suggesting a nominative or accusative singular form. Given the meaning 'elephant', it is classified as an animal name (word_type = 1) and a noun (part_of_speech = 0). The ending '-to' suggests a thematic noun in -o (inflection = 0)."
e-re-ta,5,0,1,0.95,"The word 'e-re-ta' has Greek cognates 'ερεται|ερετας|ερεταων|ερετης', all related to 'rowers'. The Linear B word likely represents a noun meaning 'rower' or 'rowers'. The ending '-ta' suggests a thematic noun in -a, which is consistent with the cognates. Therefore, it's classified as a common noun, thematic in -a."
e-re-ta-o,5,0,2,0.95,"The word 'e-re-ta-o' has the cognate 'ερεταων' (eretōn), meaning 'rowers'. The Linear B word likely represents a form of this noun. The ending '-o' in Linear B could correspond to the genitive plural '-ων' in ancient greek, which is an athematic inflection. Therefore, it is classified as a common noun with athematic inflection."
e-re-u-te-ra,5,2,1,0.95,"The word 'e-re-u-te-ra' has the cognate 'ελευθερα/ελευθερος' (free). This suggests it is an adjective meaning 'free'. The ending '-ra' corresponds to the thematic inflection in -a, which is used for feminine adjectives (and nouns)."
e-re-u-te-re,5,2,0,0.95,"The word 'e-re-u-te-re' has the Greek cognates 'ελευθεραι/ελευθερει', which relate to 'ελευθερος' (free). Given the cognates and the Linear B word ending in '-re', it is likely an adjective. The cognates suggest a plural form, either nominative/vocative or dative. Since adjectives follow the same declension patterns as nouns, and the ending '-re' can be associated with the thematic declension in -o (plural forms), I classify it as an adjective with thematic inflection in -o."
e-re-u-te-ro,5,2,0,0.9,"The word 'e-re-u-te-ro' has the cognate 'ελευθερος' (eleutheros), meaning 'free'. This indicates that it is a common adjective. The ending '-o' suggests a thematic inflection in -o, consistent with the declension of adjectives."
e-re-u-te-ro-se,5,1,-1,0.95,"The word 'e-re-u-te-ro-se' has the Greek cognate 'ελευθερωσε', which is a verb form meaning 'he/she/it freed'. The Linear B word likely represents a similar verb form. The ending '-se' is consistent with a 3rd person singular past tense form. Therefore, it is classified as a common word, a verb, and inflection is not applicable for verbs."
e-re-u-ti-ja,2,0,1,0.95,"The word 'e-re-u-ti-ja' has the Greek cognate 'ελευθια', which refers to Eleuthia, a goddess. Therefore, it is classified as a theonym (deity name). The Linear B word ends in '-ja', corresponding to the '-ια' ending in the Greek cognate. This suggests a thematic noun in -a."
e-re-wi-jo-po-ti-ni-ja,2,0,1,0.95,"The word 'e-re-wi-jo-po-ti-ni-ja' has the Greek cognate 'ερεfιονποτνια'. This suggests it is a theonym, specifically related to a deity or a title for a deity. The ending '-a' in 'po-ti-ni-ja' indicates a thematic noun in -a, consistent with the known 'potnia' words."
e-ri-ka,5,0,1,0.9,"The word 'e-ri-ka' has Greek cognates 'ελικα', 'ελικας', and 'ελικη', all related to 'willow tree'. This suggests it's a common noun. The ending '-ka' corresponds to the thematic inflection in -a, which is consistent with the cognates. The word refers to a type of tree, so it is a common word."
e-ri-ka-we-e,5,0,2,0.85,"The word 'e-ri-ka-we-e' has cognates 'ελικας/ελικη' which means 'willow tree'. The lexicon also confirms this. The ending '-e' suggests a possible athematic inflection. The cognates suggest a noun. Therefore, it is classified as a common noun with athematic inflection."
e-ri-ke-re-we,0,0,2,0.9,"The word 'e-ri-ke-re-we' has Greek cognates 'ερικλεfεις' and 'ερικλευς', which are personal names. The lexicon also indicates it's a personal name (anthroponym). The ending '-we' suggests an athematic inflection, as it doesn't fit the thematic -o or -a patterns. The cognates 'ερικλεfεις' and 'ερικλευς' are athematic."
